tour_title,slug,route,destination,category,entity_topic,primary_keyword,primary_volume,primary_kd,primary_intent,secondary_keywords,long_tail_keywords,aeo_questions,entities,reserved_keywords,cannibalization_notes,parent_destination,parent_category,internal_link_targets,opportunity_flags,priority_tier,data_confidence
Wycieczka z Sharm el Sheikh do Kairu,kair-gem-piramidy,/wycieczki-z-sharm-el-sheikh/kair-gem-piramidy,sharm-el-sheikh,kair,Kair/GEM (z Sharm),wycieczki z sharm el sheikh do kairu,110,-1,Informational,sharm el sheikh piramidy 110/4 | kair z sharm el sheikh N/A,wycieczki z sharm el sheikh do kairu 110/-1,Ile kosztuje wycieczka z Sharm el Sheikh do Kairu? | Ile trwa dojazd? | Skąd odbiór? | Czy jest polski przewodnik?,Sharm el Sheikh | Kair | GEM | Giza | piramidy | Muzeum Egipskie,wycieczka do kairu 320/7 (Kair hub) | piramidy w egipcie 1900/23 (future info),"Multi-resort Cairo (H #1, M #40): departure-separated. KD-1 (very low)",/wycieczki-z-sharm-el-sheikh/,/wycieczki/kair-i-piramidy/,Kair hub; Sharm hub; kair-samolotem (Sharm); kair-samolotem-muzeum-egipskie-piramidy,LOW_KD_OPPORTUNITY | MULTI_RESORT_ENTITY,NEXT_20,"High (CSV departure term, KD-1)"
Wycieczka samolotem do Kairu z Sharm el Sheikh,kair-samolotem,/wycieczki-z-sharm-el-sheikh/kair-samolotem,sharm-el-sheikh,kair,Kair samolotem (z Sharm),kair samolotem z sharm el sheikh,N/A,N/A,Commercial (semantic),lot do kairu z sharm el sheikh N/A | kair samolotem sharm N/A,wycieczki z sharm el sheikh do kairu 110/-1 (parent),Ile kosztuje Kair samolotem z Sharm? | Ile trwa lot? | Czy jednodniowa? | Co obejmuje cena?,Sharm el Sheikh | Kair | samolot | lot | piramidy | Muzeum Egipskie,wycieczka do kairu 320/7 (Kair hub),Intra-site vs #77 (also Sharm Cairo-by-plane): differentiate scope/inclusions; multi-resort plane-Cairo,/wycieczki-z-sharm-el-sheikh/,/wycieczki/kair-i-piramidy/,Kair hub; Sharm hub; kair-gem-piramidy; kair-samolotem-muzeum-egipskie-piramidy,NO_SEMRUSH_CLUSTER | CANNIBALIZATION_RISK | MULTI_RESORT_ENTITY,REMAINDER,Low (no exact CSV term; dup with #77)
Góra Mojżesza i klasztor św. Katarzyny,gora-mojzesza-klasztor-sw-katarzyny,/wycieczki-z-sharm-el-sheikh/gora-mojzesza-klasztor-sw-katarzyny,sharm-el-sheikh,synaj,Góra Mojżesza + klasztor,góra mojżesza z sharm el sheikh,N/A,N/A,Commercial (semantic),wschód słońca góra mojżesza N/A | góra synaj wycieczka N/A | klasztor św katarzyny N/A,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub),O której zaczyna się wejście na Górę Mojżesza? | Czy zobaczymy wschód słońca? | Ile trwa? | Czy trudne?,Sharm el Sheikh | Góra Mojżesza | Synaj | klasztor św. Katarzyny | wschód słońca | pielgrzymka,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub),Sinai entities ABSENT from gap export. Intra-site vs #78 (also St Catherine): this page = Moses+sunrise climb,/wycieczki-z-sharm-el-sheikh/,(no category hub) -> /wycieczki/,Sharm hub; blue-hole-kolorowy-kanion; klasztor-sw-katarzyny-synaj,NO_SEMRUSH_CLUSTER | CONTENT_GAP | CANNIBALIZATION_RISK,REMAINDER,Low (Sinai absent from gap export)
Blue Hole i Kolorowy Kanion z Sharm el Sheikh,blue-hole-kolorowy-kanion,/wycieczki-z-sharm-el-sheikh/blue-hole-kolorowy-kanion,sharm-el-sheikh,synaj,Blue Hole + Kolorowy Kanion,blue hole kolorowy kanion z sharm el sheikh,N/A,N/A,Commercial (semantic),kolorowy kanion sharm N/A | blue hole dahab N/A | dahab wycieczki fakultatywne 110/5,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub),Co obejmuje Blue Hole i Kolorowy Kanion? | Ile trwa? | Czy jest snorkeling? | Skąd odbiór?,Sharm el Sheikh | Blue Hole | Kolorowy Kanion | Dahab | Synaj | snorkeling,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub) | dahab wycieczki fakultatywne 110/5 (near-entity),Sinai entities absent from gap export; 'dahab wycieczki fakultatywne' 110/5 is a nearby supporting term,/wycieczki-z-sharm-el-sheikh/,(no category hub) -> /wycieczki/,Sharm hub; gora-mojzesza-klasztor-sw-katarzyny; wyspa-tiran-snorkeling,NO_SEMRUSH_CLUSTER | CONTENT_GAP,REMAINDER,Low (Sinai absent from gap export)
Wycieczka z Sharm el Sheikh do Jordanii - Petra i Morze Martwe,jordania-petra-morze-martwe,/wycieczki-z-sharm-el-sheikh/jordania-petra-morze-martwe,sharm-el-sheikh,miedzynarodowe,Jordania / Petra,wycieczka do petry z sharm el sheikh,N/A,N/A,Commercial (semantic),petra jordania z egiptu N/A | morze martwe wycieczka N/A | jordania z sharm N/A,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub),Ile kosztuje wycieczka do Jordanii? | Czy potrzebna wiza/paszport? | Ile trwa? | Co obejmuje cena?,Sharm el Sheikh | Jordania | Petra | Morze Martwe | Wadi Rum | prom | międzynarodowa,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub),International tour - Petra/Jordan/Dead Sea all ABSENT from Egypt-focused gap export,/wycieczki-z-sharm-el-sheikh/,(no category hub) -> /wycieczki/,Sharm hub; gora-mojzesza-klasztor-sw-katarzyny; kair-gem-piramidy,NO_SEMRUSH_CLUSTER | CONTENT_GAP,REMAINDER,"Low (international, absent from export)"
Rejs na White Island i Ras Mohamed z nurkowaniem z butlą,white-island-ras-mohamed,/wycieczki-z-sharm-el-sheikh/white-island-ras-mohamed,sharm-el-sheikh,rejsy-wyspy,White Island + Ras Mohamed,white island ras mohamed z sharm el sheikh,N/A,N/A,Commercial (semantic),biała wyspa sharm N/A | ras mohamed nurkowanie N/A | white island egipt N/A,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub),Co obejmuje rejs White Island i Ras Mohamed? | Czy jest nurkowanie z butlą? | Ile trwa? | Skąd odbiór?,Sharm el Sheikh | White Island | Ras Mohamed | Park Narodowy | rafa | nurkowanie | rejs,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub) | intra-site vs #66 (also Ras Mohamed),Sharm/Sinai entities absent from gap export. Intra-site vs #66: this = White Island + scuba combo,/wycieczki-z-sharm-el-sheikh/,/wycieczki/rejsy-i-wyspy/,Sharm hub; ras-mohamed-snorkeling; wyspa-tiran-nurkowanie,NO_SEMRUSH_CLUSTER | CONTENT_GAP | CANNIBALIZATION_RISK,REMAINDER,Low (entities absent from export)
Wycieczka do Ras Mohamed z Sharm el Sheikh,ras-mohamed-snorkeling,/wycieczki-z-sharm-el-sheikh/ras-mohamed-snorkeling,sharm-el-sheikh,rejsy-wyspy,Ras Mohamed (snorkeling),ras mohamed z sharm el sheikh,N/A,N/A,Commercial (semantic),ras mohamed snorkeling N/A | park narodowy ras mohamed N/A,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub),Ile kosztuje Ras Mohamed? | Czy jest snorkeling? | Ile trwa rejs? | Skąd odbiór?,Sharm el Sheikh | Ras Mohamed | Park Narodowy | rafa | snorkeling | rejs,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub) | intra-site vs #65,Sinai entities absent from gap export. Intra-site vs #65: this = snorkel-only Ras Mohamed,/wycieczki-z-sharm-el-sheikh/,/wycieczki/rejsy-i-wyspy/,Sharm hub; white-island-ras-mohamed; wyspa-tiran-snorkeling,NO_SEMRUSH_CLUSTER | CONTENT_GAP | CANNIBALIZATION_RISK,REMAINDER,Low (entities absent from export)
Wyspa Tiran z Sharm el Sheikh,wyspa-tiran-snorkeling,/wycieczki-z-sharm-el-sheikh/wyspa-tiran-snorkeling,sharm-el-sheikh,rejsy-wyspy,Wyspa Tiran (snorkeling),wyspa tiran z sharm el sheikh,N/A,N/A,Commercial (semantic),tiran snorkeling N/A | rejs na tiran N/A | wyspa tiran egipt N/A,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub),Ile kosztuje rejs na Wyspę Tiran? | Czy jest snorkeling? | Ile trwa? | Skąd odbiór?,Sharm el Sheikh | Wyspa Tiran | Cieśnina Tirańska | rafa | snorkeling | rejs,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub) | intra-site vs Tiran dive #68,"Tiran absent from gap export. Intra-site vs #68: this = snorkel Tiran, #68 = dive Tiran",/wycieczki-z-sharm-el-sheikh/,/wycieczki/rejsy-i-wyspy/,Sharm hub; wyspa-tiran-nurkowanie; ras-mohamed-snorkeling,NO_SEMRUSH_CLUSTER | CONTENT_GAP | CANNIBALIZATION_RISK,REMAINDER,Low (entity absent from export)
Wyspa Tiran z Sharm el Sheikh - z nurkowaniem,wyspa-tiran-nurkowanie,/wycieczki-z-sharm-el-sheikh/wyspa-tiran-nurkowanie,sharm-el-sheikh,nurkowanie,Wyspa Tiran (nurkowanie),nurkowanie tiran z sharm el sheikh,N/A,N/A,Commercial (semantic),tiran nurkowanie N/A | rejs nurkowy tiran N/A,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub) | nurkowanie w egipcie (Nurkowanie hub),Ile kosztuje nurkowanie przy Tiran? | Czy trzeba mieć uprawnienia? | Ile nurkowań? | Skąd odbiór?,Sharm el Sheikh | Wyspa Tiran | nurkowanie | butla | rafa | rejs,nurkowanie w egipcie (Nurkowanie hub) | intra-site vs Tiran snorkel #67,Intra-site vs #67: differentiate diving vs snorkeling. Tiran absent from export,/wycieczki-z-sharm-el-sheikh/,/wycieczki/nurkowanie/,Nurkowanie hub; Sharm hub; wyspa-tiran-snorkeling; white-island-ras-mohamed,NO_SEMRUSH_CLUSTER | CONTENT_GAP | CANNIBALIZATION_RISK,REMAINDER,Low (entity absent from export)
Pokaz delfinów w Sharm el Sheikh,dolphin-show,/wycieczki-z-sharm-el-sheikh/dolphin-show,sharm-el-sheikh,atrakcje,Delfinarium Sharm,delfinarium sharm el sheikh,70,5,Informational,pokaz delfinów sharm el sheikh N/A | delfinarium sharm N/A,delfinarium sharm el sheikh 70/5,Ile kosztuje pokaz delfinów w Sharm? | O której pokazy? | Ile trwa? | Czy dla dzieci?,Sharm el Sheikh | delfinarium | pokaz delfinów | dolphin show,"atrakcje i rozrywka (Atrakcje hub - links, not primary)",Own 'delfinarium sharm el sheikh' 70/5. Distinct from Hurghada delfinarium #20,/wycieczki-z-sharm-el-sheikh/,/wycieczki/atrakcje-i-rozrywka/,Atrakcje hub; Sharm hub; delfinarium-dolphin-show (Hurghada); lodz-seascope (Sharm),LOW_KD_OPPORTUNITY,NEXT_20,High (exact 70/5)
Łódź półpodwodna Seascope w Sharm el Sheikh,lodz-seascope,/wycieczki-z-sharm-el-sheikh/lodz-seascope,sharm-el-sheikh,atrakcje,Seascope (Sharm),seascope sharm el sheikh,N/A,N/A,Commercial (semantic),łódź półpodwodna sharm N/A | seascope sharm N/A,seascope hurghada 90/8 (reserved to Hurghada #25),Ile kosztuje Seascope w Sharm? | Czy to łódź podwodna? | Ile trwa? | Czy dla dzieci?,Sharm el Sheikh | Seascope | łódź półpodwodna | rafa | ryby | podwodny świat,atrakcje i rozrywka (Atrakcje hub) | seascope hurghada 90/8 (Hurghada #25),"Multi-resort Seascope (H #25, M #52): only Hurghada has vol; Sharm uses departure long-tail",/wycieczki-z-sharm-el-sheikh/,/wycieczki/atrakcje-i-rozrywka/,Atrakcje hub; Sharm hub; lodz-seascope (Hurghada); dolphin-show (Sharm),NO_SEMRUSH_CLUSTER | MULTI_RESORT_ENTITY,REMAINDER,Low (no Sharm-specific vol)
Parasailing w Sharm el Sheikh,parasailing,/wycieczki-z-sharm-el-sheikh/parasailing,sharm-el-sheikh,atrakcje,Parasailing (Sharm),parasailing sharm el sheikh,N/A,N/A,Commercial (semantic),parasailing sharm N/A | lot na spadochronie sharm N/A,parasailing 3600/11 (reserved to Hurghada #37) | parasailing cena 140/9,Ile kosztuje parasailing w Sharm? | Na jaką wysokość? | Czy bezpieczne? | Czy dla dzieci?,Sharm el Sheikh | parasailing | lot na spadochronie | Morze Czerwone | adrenalina,atrakcje i rozrywka (Atrakcje hub) | parasailing 3600/11 (Hurghada #37),Multi-resort (H #37): broad 'parasailing' 3600 -> Hurghada; Sharm uses departure long-tail,/wycieczki-z-sharm-el-sheikh/,/wycieczki/atrakcje-i-rozrywka/,Atrakcje hub; Sharm hub; parasailing (Hurghada); dolphin-show (Sharm),NO_SEMRUSH_CLUSTER | MULTI_RESORT_ENTITY,REMAINDER,Low (broad term ceded to Hurghada)
Quad safari z Sharm el Sheikh,quad-safari-3h,/wycieczki-z-sharm-el-sheikh/quad-safari-3h,sharm-el-sheikh,safari,Quad Safari 3h (Sharm),quad safari sharm el sheikh,N/A,N/A,Commercial (semantic),quady sharm N/A | quad safari sharm 3h N/A | quad safari 140/9 (broad),quady egipt 140/6 (Safari hub) | safari egipt 170/2 (hub),Ile kosztuje quad safari w Sharm? | Czy potrzebne prawo jazdy? | Ile trwa? | Skąd odbiór?,Sharm el Sheikh | quad | quad safari | pustynia | ATV | Synaj,quady egipt 140/6 / quad safari 140/9 (Safari hub) | intra-site vs 5h #73,Multi-resort quad + intra-site vs #73: no Sharm-specific vol; split 3h vs 5h by duration,/wycieczki-z-sharm-el-sheikh/,/wycieczki/safari-i-quady/,Safari hub; Sharm hub; quad-safari-5h (Sharm); buggy-safari (Sharm),NO_SEMRUSH_CLUSTER | MULTI_RESORT_ENTITY | CANNIBALIZATION_RISK,REMAINDER,Low (no Sharm-specific vol)
Quad safari 5h z Sharm el Sheikh z kolacją,quad-safari-5h,/wycieczki-z-sharm-el-sheikh/quad-safari-5h,sharm-el-sheikh,safari,Quad Safari 5h + kolacja (Sharm),quad safari 5h sharm el sheikh,N/A,N/A,Commercial (semantic),quad safari sharm z kolacją N/A | długie quad safari sharm N/A,quady egipt 140/6 (Safari hub) | wioska beduinów 320/8 (info),Co obejmuje 5h quad safari z kolacją? | Czym różni się od 3h? | Ile trwa? | Skąd odbiór?,Sharm el Sheikh | quad | quad safari 5h | kolacja | wioska beduinów | pustynia,quady egipt 140/6 (Safari hub) | intra-site vs 3h #72,Intra-site vs #72: differentiate by 5h + dinner inclusion,/wycieczki-z-sharm-el-sheikh/,/wycieczki/safari-i-quady/,Safari hub; Sharm hub; quad-safari-3h (Sharm); sunset-safari-teleskop,NO_SEMRUSH_CLUSTER | CANNIBALIZATION_RISK,REMAINDER,Low (no Sharm-specific vol)
Sunset safari z teleskopem - Sharm el Sheikh,sunset-safari-teleskop,/wycieczki-z-sharm-el-sheikh/sunset-safari-teleskop,sharm-el-sheikh,safari,Sunset Safari + teleskop,sunset safari z teleskopem sharm el sheikh,N/A,N/A,Commercial (semantic),obserwacja gwiazd sharm N/A | safari o zachodzie słońca sharm N/A | teleskop pustynia N/A,safari egipt 170/2 (Safari hub) | wioska beduinów 320/8 (info),Co obejmuje sunset safari z teleskopem? | Czy obserwacja gwiazd? | Ile trwa? | Skąd odbiór?,Sharm el Sheikh | Sunset Safari | teleskop | obserwacja gwiazd | pustynia | wioska beduinów,safari egipt 170/2 (Safari hub),"Unique stargazing angle - differentiated from generic quad safaris, no CSV term",/wycieczki-z-sharm-el-sheikh/,/wycieczki/safari-i-quady/,Safari hub; Sharm hub; quad-safari-5h (Sharm); buggy-safari (Sharm),NO_SEMRUSH_CLUSTER | CONTENT_GAP,REMAINDER,"Low (niche, no CSV term)"
Buggy Safari - Sharm el Sheikh,buggy-safari,/wycieczki-z-sharm-el-sheikh/buggy-safari,sharm-el-sheikh,safari,Buggy Safari (Sharm),buggy safari sharm el sheikh,N/A,N/A,Commercial (semantic),"buggy sharm N/A | buggy safari sharm N/A | buggy safari 210/7 (broad, Hurghada #34)",safari egipt 170/2 (Safari hub),Ile kosztuje buggy safari w Sharm? | Ile osób w buggy? | Czy prawo jazdy? | Ile trwa?,Sharm el Sheikh | buggy | buggy safari | pustynia | ATV | Synaj,safari i quady (Safari hub) | buggy safari 210/7 (Hurghada #34),Multi-resort buggy (H #34): broad 'buggy safari' 210 -> Hurghada; Sharm uses departure long-tail,/wycieczki-z-sharm-el-sheikh/,/wycieczki/safari-i-quady/,Safari hub; Sharm hub; buggy-safari (Hurghada); quad-safari-5h (Sharm),NO_SEMRUSH_CLUSTER | MULTI_RESORT_ENTITY,REMAINDER,Low (broad term ceded to Hurghada)
Jazda na wielbłądzie lub konno - Sharm el Sheikh,jazda-na-wielbladzie,/wycieczki-z-sharm-el-sheikh/jazda-na-wielbladzie,sharm-el-sheikh,safari,Wielbłąd/konno (Sharm),jazda na wielbłądzie sharm el sheikh,N/A,N/A,Commercial (semantic),wielbłądy sharm N/A | jazda konna sharm N/A,safari egipt 170/2 (Safari hub concept),Ile kosztuje jazda na wielbłądzie w Sharm? | Ile trwa? | Czy dla dzieci? | Skąd odbiór?,Sharm el Sheikh | wielbłąd | jazda konna | konie | pustynia | beduini,safari i quady (Safari hub),Multi-resort camel/horse (H #36): no CSV term either resort,/wycieczki-z-sharm-el-sheikh/,/wycieczki/safari-i-quady/,Safari hub; Sharm hub; jazda-na-wielbladzie (Hurghada); sunset-safari-teleskop,NO_SEMRUSH_CLUSTER | MULTI_RESORT_ENTITY,REMAINDER,Low (no exact CSV term)
Kair samolotem z Sharm el Sheikh - Muzeum Egipskie i piramidy,kair-samolotem-muzeum-egipskie-piramidy,/wycieczki-z-sharm-el-sheikh/kair-samolotem-muzeum-egipskie-piramidy,sharm-el-sheikh,kair,Kair samolotem (Muzeum+piramidy),kair samolotem muzeum egipskie z sharm el sheikh,N/A,N/A,Commercial (semantic),lot do kairu z sharm muzeum piramidy N/A | kair samolotem sharm piramidy N/A,sharm el sheikh piramidy 110/4 | wycieczki z sharm el sheikh do kairu 110/-1,Co obejmuje Kair samolotem z Muzeum i piramidami? | Ile trwa lot? | Ile kosztuje? | Skąd odbiór?,Sharm el Sheikh | Kair | samolot | Muzeum Egipskie | piramidy | Giza,wycieczka do kairu 320/7 (Kair hub),Intra-site vs #61 (both Sharm Cairo-by-plane): differentiate on Museum+pyramids scope. Consider consolidation review,/wycieczki-z-sharm-el-sheikh/,/wycieczki/kair-i-piramidy/,Kair hub; Sharm hub; kair-samolotem (Sharm); kair-gem-piramidy,NO_SEMRUSH_CLUSTER | CANNIBALIZATION_RISK | MULTI_RESORT_ENTITY,REMAINDER,Low (dup intent with #61)
Klasztor św. Katarzyny z Sharm el Sheikh - wycieczka na Synaj,klasztor-sw-katarzyny-synaj,/wycieczki-z-sharm-el-sheikh/klasztor-sw-katarzyny-synaj,sharm-el-sheikh,synaj,Klasztor św. Katarzyny (dzienny),klasztor św katarzyny z sharm el sheikh,N/A,N/A,Commercial (semantic),klasztor synaj wycieczka N/A | św katarzyna egipt N/A,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub),Co zobaczymy w klasztorze św. Katarzyny? | Ile trwa? | Czy wchodzi się na Górę Mojżesza? | Skąd odbiór?,Sharm el Sheikh | klasztor św. Katarzyny | Synaj | Góra Synaj | pielgrzymka | UNESCO,sharm el sheikh wycieczki fakultatywne 720/10 (Sharm hub) | intra-site vs #62,Intra-site vs #62 (Moses+monastery night climb): this = daytime monastery visit. Sinai absent from export,/wycieczki-z-sharm-el-sheikh/,(no category hub) -> /wycieczki/,Sharm hub; gora-mojzesza-klasztor-sw-katarzyny; blue-hole-kolorowy-kanion,NO_SEMRUSH_CLUSTER | CONTENT_GAP | CANNIBALIZATION_RISK,REMAINDER,Low (Sinai absent from export)
